! LIRICAL TSV Output (2.4.0)
! Sample: subject
! Observed HPO terms:
!  Aortic regurgitation <a href="https://hpo.jax.org/app/browse/term/HP:0001659">HP:0001659</a>
!  Arachnodactyly <a href="https://hpo.jax.org/app/browse/term/HP:0001166">HP:0001166</a>
!  Bifid uvula <a href="https://hpo.jax.org/app/browse/term/HP:0000193">HP:0000193</a>
!  Camptodactyly <a href="https://hpo.jax.org/app/browse/term/HP:0012385">HP:0012385</a>
!  Dilatation of the sinus of Valsalva <a href="https://hpo.jax.org/app/browse/term/HP:0011645">HP:0011645</a>
!  Malar flattening <a href="https://hpo.jax.org/app/browse/term/HP:0000272">HP:0000272</a>
!  Micrognathia <a href="https://hpo.jax.org/app/browse/term/HP:0000347">HP:0000347</a>
!  Patent foramen ovale <a href="https://hpo.jax.org/app/browse/term/HP:0001655">HP:0001655</a>
!  Pectus carinatum <a href="https://hpo.jax.org/app/browse/term/HP:0000768">HP:0000768</a>
!  Pulmonary artery dilatation <a href="https://hpo.jax.org/app/browse/term/HP:0004927">HP:0004927</a>
!  Scoliosis <a href="https://hpo.jax.org/app/browse/term/HP:0002650">HP:0002650</a>
!  Tricuspid valve prolapse <a href="https://hpo.jax.org/app/browse/term/HP:0001704">HP:0001704</a>
rank	diseaseName	diseaseCurie	pretestprob	posttestprob	compositeLR
8,089	Optic atrophy 6	OMIM:258500	1/8661	0.00%	-24
8,090	Hypotrichosis 1	OMIM:605389	1/8661	0.00%	-24
8,091	Major affective disorder 1	OMIM:125480	1/8661	0.00%	-24
8,092	Choroideremia	OMIM:303100	1/8661	0.00%	-24
8,093	Cataract 31, multiple types	OMIM:605387	1/8661	0.00%	-24
8,094	Cerebral palsy, ataxic, autosomal recessive	OMIM:605388	1/8661	0.00%	-24
8,095	Synostoses, tarsal, carpal, and digital	OMIM:186400	1/8661	0.00%	-24
8,096	Xq21 deletion syndrome	OMIM:303110	1/8661	0.00%	-24
8,097	Epilepsy, nocturnal frontal lobe, 3	OMIM:605375	1/8661	0.00%	-24
8,098	Paragangliomas 3	OMIM:605373	1/8661	0.00%	-24
8,099	Atrichia with papular lesions	OMIM:209500	1/8661	0.00%	-24
8,100	NAILBEDS, PIGMENTATION OF	OMIM:161100	1/8661	0.00%	-24
8,101	Spongiform encephalopathy with neuropsychiatric features	OMIM:606688	1/8661	0.00%	-24
8,102	Groenouw type I corneal dystrophy	OMIM:121900	1/8661	0.00%	-24
8,103	Pseudohermaphroditism, male, with gynecomastia	OMIM:264300	1/8661	0.00%	-24
8,104	Peripheral motor neuropathy, childhood-onset, biotin-responsive	OMIM:619903	1/8661	0.00%	-24
8,105	Polycystic kidney disease 8	OMIM:620903	1/8661	0.00%	-24
8,106	Immunodeficiency 123 with HPV-related verrucosis	OMIM:620901	1/8661	0.00%	-24
8,107	Intellectual developmental disorder with language impairment and early-onset DOPA-responsive dystonia-parkinsonism	OMIM:619911	1/8661	0.00%	-24
8,108	Deafness, X-linked 2	OMIM:304400	1/8661	0.00%	-24
8,109	FINGERS, RELATIVE LENGTH OF	OMIM:136100	1/8661	0.00%	-24
8,110	Megalencephalic leukoencephalopathy with subcortical cysts 1	OMIM:604004	1/8661	0.00%	-24
8,111	Immunodeficiency 105, severe combined	OMIM:619924	1/8661	0.00%	-24
8,112	Dystonia 35, childhood-onset	OMIM:619921	1/8661	0.00%	-24
8,113	Biliary atresia, extrahepatic	OMIM:210500	1/8661	0.00%	-24
8,114	Neurodevelopmental disorder with dystonia and seizures	OMIM:619922	1/8661	0.00%	-24
8,115	Aplasia cutis congenita, nonsyndromic	OMIM:107600	1/8661	0.00%	-24
8,116	Melanoma, uveal, susceptibility to, 2	OMIM:606661	1/8661	0.00%	-24
8,117	GLYCINE N-METHYLTRANSFERASE DEFICIENCY	OMIM:606664	1/8661	0.00%	-24
8,118	Uveal melanoma, susceptibility to, 1	OMIM:606660	1/8661	0.00%	-24
8,119	Sertoli cell-only syndrome	OMIM:305700	1/8661	0.00%	-24
8,120	Spinocerebellar ataxia 15	OMIM:606658	1/8661	0.00%	-24
8,121	Gerstmann-Straussler disease	OMIM:137440	1/8661	0.00%	-24
8,122	Spermatogenic failure 95	OMIM:620917	1/8661	0.00%	-24
8,123	Immunodeficiency 106, susceptibility to viral infections	OMIM:619935	1/8661	0.00%	-24
8,124	Snijders Blok-Fisher syndrome	OMIM:618604	1/8661	0.00%	-24
8,125	Spermatogenic failure 74	OMIM:619937	1/8661	0.00%	-24
8,126	Premature ovarian failure 20	OMIM:619938	1/8661	0.00%	-24
8,127	Intellectual developmental disorder, autosomal recessive 76	OMIM:619931	1/8661	0.00%	-24
8,128	KELOIDS	OMIM:148100	1/8661	0.00%	-24
8,129	Deoxyribose-5-Phosphate aldolase deficiency	OMIM:125460	1/8661	0.00%	-24
8,130	Mismatch repair cancer syndrome 1	OMIM:276300	1/8661	0.00%	-24
8,131	Radial-Renal syndrome	OMIM:179280	1/8661	0.00%	-24
8,132	Fish-Eye disease	OMIM:136120	1/8661	0.00%	-24
8,133	DIASTEMATOMYELIA	OMIM:222500	1/8661	0.00%	-24
8,134	Histidinemia	OMIM:235800	1/8661	0.00%	-24
8,135	Waardenburg syndrome, type 2F	OMIM:619947	1/8661	0.00%	-24
8,136	Spermatogenic failure 75	OMIM:619949	1/8661	0.00%	-24
8,137	Lower urinary tract obstruction, congenital	OMIM:618612	1/8661	0.00%	-24
8,138	Retinitis pigmentosa 86	OMIM:618613	1/8661	0.00%	-24
8,139	Amyotrophic lateral sclerosis 3	OMIM:606640	1/8661	0.00%	-24
8,140	Neutropenia, nonimmune chronic idiopathic, of adults	OMIM:607847	1/8661	0.00%	-24
8,141	Aural atresia, congenital	OMIM:607842	1/8661	0.00%	-24
8,142	Spermatogenic failure 71	OMIM:619831	1/8661	0.00%	-24
8,143	Hypoalphalipoproteinemia, primary, 2, intermediate	OMIM:619836	1/8661	0.00%	-24
8,144	Auditory neuropathy, autosomal dominant 3	OMIM:619832	1/8661	0.00%	-24
8,145	Cerebellar atrophy with seizures and variable developmental delay	OMIM:618501	1/8661	0.00%	-24
8,146	Ovarian dysgenesis 10	OMIM:619834	1/8661	0.00%	-24
8,147	-methylglutaconic aciduria, type VIIA, autosomal dominant	OMIM:619835	1/8661	0.00%	-24
8,148	Deafness, autosomal dominant 48	OMIM:607841	1/8661	0.00%	-24
8,149	Autoimmune disease, susceptibility to, 1	OMIM:607836	1/8661	0.00%	-24
8,150	Focal segmental glomerulosclerosis 3, susceptibility to	OMIM:607832	1/8661	0.00%	-24
8,151	Macrothrombocytopenia, isolated, 2, autosomal dominant	OMIM:619840	1/8661	0.00%	-24
8,152	Leiomyoma of vulva and esophagus	OMIM:150700	1/8661	0.00%	-24
8,153	Leber congenital amaurosis 19	OMIM:618513	1/8661	0.00%	-24
8,154	Retinitis pigmentosa 93	OMIM:619845	1/8661	0.00%	-24
8,155	Glaucoma - sleep apnea	OMIM:137763	1/8661	0.00%	-24
8,156	Deafness, autosomal recessive 37	OMIM:607821	1/8661	0.00%	-24
8,157	Glaucoma, primary open angle	OMIM:137760	1/8661	0.00%	-24
8,158	Hypotrichosis-lymphedema-telangiectasia syndrome	OMIM:607823	1/8661	0.00%	-24
8,159	Alzheimer disease 3	OMIM:607822	1/8661	0.00%	-24
8,160	Spermatogenic failure 91	OMIM:620838	1/8661	0.00%	-24
8,161	Albinism, oculocutaneous, type VI	OMIM:113750	1/8661	0.00%	-24
8,162	Ichthyotic keratoderma, spasticity, hypomyelination, and dysmorphic facial features	OMIM:618527	1/8661	0.00%	-24
8,163	Spermatogenic failure 92	OMIM:620848	1/8661	0.00%	-24
8,164	Mitochondrial DNA depletion syndrome 16 (hepatic type)	OMIM:618528	1/8661	0.00%	-24
8,165	TWINNING DUE TO SUPERFETATION	OMIM:191250	1/8661	0.00%	-24
8,166	Thyroid hormone metabolism, abnormal, 2	OMIM:619855	1/8661	0.00%	-24
8,167	Premature ovarian failure 24	OMIM:620840	1/8661	0.00%	-24
8,168	Hypertension and brachydactyly syndrome	OMIM:112410	1/8661	0.00%	-24
8,169	Erythrokeratodermia veriabilis et progressiva 6	OMIM:618531	1/8661	0.00%	-24
8,170	Deafness, autosomal dominant 37	OMIM:618533	1/8661	0.00%	-24
8,171	Leukodystrophy, childhood-onset, remitting	OMIM:619864	1/8661	0.00%	-24
8,172	Spermatogenic failure 93	OMIM:620849	1/8661	0.00%	-24
8,173	Ectodermal dysplasia 15, Hypohidrotic/hair type	OMIM:618535	1/8661	0.00%	-24
8,174	Spermatogenic failure 72	OMIM:619867	1/8661	0.00%	-24
8,175	Cholestasis, progressive familial intrahepatic, 10	OMIM:619868	1/8661	0.00%	-24
8,176	Spermatogenic failure 94	OMIM:620850	1/8661	0.00%	-24
8,177	Cone-rod dystrophy, X-linked, 1	OMIM:304020	1/8661	0.00%	-24
8,178	Hypopigmentation, organomegaly, and delayed myelination and development	OMIM:618541	1/8661	0.00%	-24
8,179	Cholestasis, progressive familial intrahepatic, 11	OMIM:619874	1/8661	0.00%	-24
8,180	BLOOD GROUP--LUTHERAN INHIBITOR; INLU	OMIM:111150	1/8661	0.00%	-24
8,181	Sedoheptulokinase deficiency	OMIM:617213	1/8661	0.00%	-24
8,182	Corneal dystrophy, punctiform and polychromatic pre-Descemet	OMIM:619871	1/8661	0.00%	-24
8,183	Amelogenesis imperfecta, hypomaturation type, IIA6	OMIM:617217	1/8661	0.00%	-24
8,184	Hepatitis, fulminant viral, susceptibility to	OMIM:618549	1/8661	0.00%	-24
8,185	Spermatogenic failure 17	OMIM:617214	1/8661	0.00%	-24
8,186	Trichothiodystrophy 7, nonphotosensitive	OMIM:618546	1/8661	0.00%	-24
8,187	Spermatogenic failure 73	OMIM:619878	1/8661	0.00%	-24
8,188	Osteoporosis, childhood- or juvenile-onset, with developmental delay	OMIM:619884	1/8661	0.00%	-24
8,189	Night blindness, congenital stationary, type 1I	OMIM:618555	1/8661	0.00%	-24
8,190	Oocyte maturation defect 7	OMIM:618550	1/8661	0.00%	-24
8,191	Spastic paraplegia 78, autosomal recessive	OMIM:617225	1/8661	0.00%	-24
8,192	Deafness, autosomal recessive 125	OMIM:620877	1/8661	0.00%	-24
8,193	Epileptic encephalopathy, early infantile, 78	OMIM:618557	1/8661	0.00%	-24
8,194	Epileptic encephalopathy, early infantile, 79	OMIM:618559	1/8661	0.00%	-24
8,195	Ring dermoid of cornea	OMIM:180550	1/8661	0.00%	-24
8,196	Tune deafness	OMIM:191200	1/8661	0.00%	-24
8,197	Microangiopathy and leukoencephalopathy, pontine, autosomal dominant	OMIM:618564	1/8661	0.00%	-24
8,198	Myoclonus, intractable, neonatal	OMIM:617235	1/8661	0.00%	-24
8,199	Preimplantation embryonic lethality 2	OMIM:617234	1/8661	0.00%	-24
8,200	Myopia 25, autosomal dominant	OMIM:617238	1/8661	0.00%	-24
8,201	Cone-rod dystrophy and hearing loss	OMIM:617236	1/8661	0.00%	-24
8,202	Mitochondrial DNA depletion syndrome 17	OMIM:618567	1/8661	0.00%	-24
8,203	Tyrosinemia, type I	OMIM:276700	1/8661	0.00%	-24
8,204	Sucrase-isomaltase deficiency, congenital	OMIM:222900	1/8661	0.00%	-24
8,205	Brachydactyly, preaxial, with hallux varus and thumb abduction	OMIM:112450	1/8661	0.00%	-24
8,206	Neurodevelopmental disorder with cerebellar hypoplasia and spasticity	OMIM:618572	1/8661	0.00%	-24
8,207	Fanconi anemia, complementation group V	OMIM:617243	1/8661	0.00%	-24
8,208	Hypothyroidism, congenital, nongoitrous, 7	OMIM:618573	1/8661	0.00%	-24
8,209	Ovarian dysgenesis 11	OMIM:620897	1/8661	0.00%	-24
8,210	Tyrosinemia, type III	OMIM:276710	1/8661	0.00%	-24
8,211	Metachromatic leukodystrophy	OMIM:250100	1/8661	0.00%	-24
8,212	Afibrinogenemia, congenitalhypofibrinogenemia, congenital, included	OMIM:202400	1/8661	0.00%	-24
8,213	Uncombable hair syndrome 3	OMIM:617252	1/8661	0.00%	-24
8,214	Premature ovarian failure 2A	OMIM:300511	1/8661	0.00%	-24
8,215	Uncombable hair syndrome 2	OMIM:617251	1/8661	0.00%	-24
8,216	Ovarian dysgenesis 2	OMIM:300510	1/8661	0.00%	-24
8,217	Lissencephaly 8	OMIM:617255	1/8661	0.00%	-24
8,218	Citrulline transport defect	OMIM:215720	1/8661	0.00%	-24
8,219	Reticuloendotheliosis, X-linked	OMIM:312500	1/8661	0.00%	-24
8,220	Short sleep, familial natural, 2	OMIM:618591	1/8661	0.00%	-24
8,221	Spastic paraplegia 6, autosomal dominant	OMIM:600363	1/8661	0.00%	-24
8,222	Rheumatic fever-related antigenrheumatic fever, acute, susceptibility to, included	OMIM:268240	1/8661	0.00%	-24
8,223	Epilepsy, idiopathic generalized, susceptibility to, 16	OMIM:618596	1/8661	0.00%	-24
8,224	Spastic tetraplegia and axial hypotonia, progressive	OMIM:618598	1/8661	0.00%	-24
8,225	Nephrotic syndrome, type 21	OMIM:618594	1/8661	0.00%	-24
8,226	Aplasia cutis congenita of limbs, recessive	OMIM:600360	1/8661	0.00%	-24
8,227	Glaucoma 1, primary open angle, C	OMIM:601682	1/8661	0.00%	-24
8,228	Intellectual developmental disorder, autosomal recessive 58	OMIM:617270	1/8661	0.00%	-24
8,229	Tooth agenesis, selective, 9	OMIM:617275	1/8661	0.00%	-24
8,230	Glaucoma 3, primary congenital, E	OMIM:617272	1/8661	0.00%	-24
8,231	Diabetes insipidus, Neurohypophyseal type	OMIM:125700	1/8661	0.00%	-24
8,232	Parotid salivary glands, polycystic dysgenetic disease of	OMIM:600343	1/8661	0.00%	-24
8,233	Rhabdomyosarcoma 2, alveolar	OMIM:268220	1/8661	0.00%	-24
8,234	Atrial fibrillation, familial, 18	OMIM:617280	1/8661	0.00%	-24
8,235	Pterygium, antecubital	OMIM:178200	1/8661	0.00%	-24
8,236	Albinism, ocular, type I	OMIM:300500	1/8661	0.00%	-24
8,237	Acrodermatitis enteropathica, Zinc-Deficiency type	OMIM:201100	1/8661	0.00%	-24
8,238	Alpha-methylacetoacetic aciduria	OMIM:203750	1/8661	0.00%	-24
8,239	Diabetes mellitus, insulin-dependent, 15	OMIM:601666	1/8661	0.00%	-24
8,240	Succinic acidemia	OMIM:600335	1/8661	0.00%	-24
8,241	OBESITY	OMIM:601665	1/8661	0.00%	-24
8,242	Amelogenesis imperfecta, type IJ	OMIM:617297	1/8661	0.00%	-24
8,243	Raindrop hypopigmentation	OMIM:179500	1/8661	0.00%	-24
8,244	Epidermolysis bullosa simplex, generalized, with scarring and hair loss	OMIM:617294	1/8661	0.00%	-24
8,245	Alport syndrome 2, autosomal recessive	OMIM:203780	1/8661	0.00%	-24
8,246	Paragangliomas 2	OMIM:601650	1/8661	0.00%	-24
8,247	Epidermodysplasia verruciformis, susceptibility to, 1	OMIM:226400	1/8661	0.00%	-24
8,248	Microphthalmia, isolated, with cataract 1	OMIM:156850	1/8661	0.00%	-24
8,249	Patella aplasia-hypoplasia	OMIM:168860	1/8661	0.00%	-24
8,250	Microphthalmia, isolated 7	OMIM:613704	1/8661	0.00%	-24
8,251	Deafness, neurosensory, autosomal recessive 3	OMIM:600316	1/8661	0.00%	-24
8,252	Ectopia lentis	OMIM:225100	1/8661	0.00%	-24
8,253	Hirschsprung disease, susceptibility to, 4	OMIM:613712	1/8661	0.00%	-24
8,254	Hirschsprung disease, susceptibility to, 3	OMIM:613711	1/8661	0.00%	-24
8,255	Deafness, autosomal recessive 74	OMIM:613718	1/8661	0.00%	-24
8,256	Griscelli syndrome, type 1	OMIM:214450	1/8661	0.00%	-24
8,257	Breasts and/or nipples, aplasia or hypoplasia of, 1	OMIM:113700	1/8661	0.00%	-24
8,258	Neural tube defects, folate-sensitive	OMIM:601634	1/8661	0.00%	-24
8,259	Epileptic encephalopathy, early infantile, 11	OMIM:613721	1/8661	0.00%	-24
8,260	Epileptic encephalopathy, early infantile, 7	OMIM:613720	1/8661	0.00%	-24
8,261	Developmental and epileptic encephalopathy 12	OMIM:613722	1/8661	0.00%	-24
8,262	Spinocerebellar ataxia, autosomal recessive 10	OMIM:613728	1/8661	0.00%	-24
8,263	Exudative vitreoretinopathy 2, X-linked	OMIM:305390	1/8661	0.00%	-24
8,264	Ectodermal dysplasia 11A, hypohidrotic/hair/tooth type, autosomal dominant	OMIM:614940	1/8661	0.00%	-24
8,265	Deafness, autosomal recessive 84B	OMIM:614944	1/8661	0.00%	-24
8,266	Congenital disorder of glycosylation, type IIi	OMIM:613612	1/8661	0.00%	-24
8,267	Senior-Loken syndrome 7	OMIM:613615	1/8661	0.00%	-24
8,268	Retinitis pigmentosa 58	OMIM:613617	1/8661	0.00%	-24
8,269	Deafness, autosomal recessive 18B	OMIM:614945	1/8661	0.00%	-24
8,270	Hyperoxaluria, primary, type III	OMIM:613616	1/8661	0.00%	-24
8,271	Combined oxidative phosphorylation deficiency 14	OMIM:614946	1/8661	0.00%	-24
8,272	Chromosome 17q23.1-q23.2 duplication syndrome	OMIM:613618	1/8661	0.00%	-24
8,273	Melanoma, cutaneous malignant	OMIM:155600	1/8661	0.00%	-24
8,274	Melanoma, cutaneous malignant, susceptibility to, 2	OMIM:155601	1/8661	0.00%	-24
8,275	Developmental and epileptic encephalopathy 14	OMIM:614959	1/8661	0.00%	-24
8,276	DYSTELEPHALANGY	OMIM:128000	1/8661	0.00%	-24
8,277	Malocclusion due to protuberant upper front teeth	OMIM:154300	1/8661	0.00%	-24
8,278	Suprabulbar paresis, congenital	OMIM:185480	1/8661	0.00%	-24
8,279	Chromosome xp11.3 deletion syndrome	OMIM:300578	1/8661	0.00%	-24
8,280	Obesity-Hypoventilation syndrome	OMIM:257500	1/8661	0.00%	-24
8,281	Thrombophilia due to protein C deficiency, autosomal recessive	OMIM:612304	1/8661	0.00%	-24
8,282	Alopecia areata 1	OMIM:104000	1/8661	0.00%	-24
8,283	Short stature, idiopathic familial	OMIM:300582	1/8661	0.00%	-24
8,284	Hemoglobin-Variants for which the chain carrying the mutation isunknown or uncertain	OMIM:142309	1/8661	0.00%	-24
8,285	Dementia, familial danish	OMIM:117300	1/8661	0.00%	-24
8,286	Nystagmus 5, congenital, X-linked	OMIM:300589	1/8661	0.00%	-24
8,287	Retinitis pigmentosa 19	OMIM:601718	1/8661	0.00%	-24
8,288	Cholestasis, intrahepatic, of pregnancy 3	OMIM:614972	1/8661	0.00%	-24
8,289	Retinal dysplasia, primary	OMIM:312550	1/8661	0.00%	-24
8,290	Premature ovarian failure 6	OMIM:612310	1/8661	0.00%	-24
8,291	Charcot-marie-tooth disease, recessive intermediate B	OMIM:613641	1/8661	0.00%	-24
8,292	Parkinson disease 5, susceptibility to	OMIM:613643	1/8661	0.00%	-24
8,293	Methylmalonic aciduria, transient, due to transcobalamin receptor defect	OMIM:613646	1/8661	0.00%	-24
8,294	Spastic paraplegia 48, autosomal recessive	OMIM:613647	1/8661	0.00%	-24
8,295	Spastic paraplegia 35, autosomal recessive	OMIM:612319	1/8661	0.00%	-24
8,296	Splenomegaly, cytopenia, and vision loss	OMIM:614979	1/8661	0.00%	-24
8,297	Rhabdomyosarcoma 1	OMIM:268210	1/8661	0.00%	-24
8,298	Sebaceous gland hyperplasia, familial presenile	OMIM:601700	1/8661	0.00%	-24
8,299	Sulfhemoglobinemia, congenital	OMIM:185460	1/8661	0.00%	-24
8,300	Dent disease 2	OMIM:300555	1/8661	0.00%	-24
8,301	Epilepsy, focal, with speech disorder and with or without impaired intellectual development	OMIM:245570	1/8661	0.00%	-24
8,302	Curry-Jones syndrome	OMIM:601707	1/8661	0.00%	-24
8,303	Microphthalmia, isolated, with corectopia	OMIM:156900	1/8661	0.00%	-24
8,304	Superior transverse scapular ligament, calcification of, familial	OMIM:601708	1/8661	0.00%	-24
8,305	T-CELL IMMUNODEFICIENCY, CONGENITAL ALOPECIA, AND NAIL DYSTROPHY	OMIM:601705	1/8661	0.00%	-24
8,306	Yemenite deaf-blind hypopigmentation syndrome	OMIM:601706	1/8661	0.00%	-24
8,307	C1q deficiency	OMIM:613652	1/8661	0.00%	-24
8,308	Migraine, with or without aura, susceptibility to, 13	OMIM:613656	1/8661	0.00%	-24
8,309	Gastric cancer, somatic	OMIM:613659	1/8661	0.00%	-24
8,310	-@phosphogluconolactonase deficiency	OMIM:172150	1/8661	0.00%	-24
8,311	Usher syndrome, type IK	OMIM:614990	1/8661	0.00%	-24
8,312	Cone-rod dystrophy 15	OMIM:613660	1/8661	0.00%	-24
8,313	Microcephaly, postnatal progressive, with seizures and brain atrophy	OMIM:613668	1/8661	0.00%	-24
8,314	Thrombophilia, hereditary, due to protein S deficiency, autosomal	OMIM:612336	1/8661	0.00%	-24
8,315	Ocular motor apraxia	OMIM:257550	1/8661	0.00%	-24
8,316	Patella, chondromalacia of	OMIM:168900	1/8661	0.00%	-24
8,317	Deafness, autosomal recessive 1A	OMIM:220290	1/8661	0.00%	-24
8,318	Nephrogenic syndrome of inappropriate antidiuresis	OMIM:300539	1/8661	0.00%	-24
8,319	Spastic paraplegia 13, autosomal dominant	OMIM:605280	1/8661	0.00%	-24
8,320	Vesicoureteral reflux 3	OMIM:613674	1/8661	0.00%	-24
8,321	Hyperaldosteronism, familial, type III	OMIM:613677	1/8661	0.00%	-24
8,322	Thrombophilia due to decreased release of tissue plasminogen	OMIM:612348	1/8661	0.00%	-24
8,323	Brachyolmia type 2	OMIM:613678	1/8661	0.00%	-24
8,324	Gyrate atrophy of choroid and retina with or without ornithinemia	OMIM:258870	1/8661	0.00%	-24
8,325	Cone-Rod dystrophy 2	OMIM:120970	1/8661	0.00%	-24
8,326	Electroencephalographic peculiarity: fronto-precentral beta wave groups	OMIM:130300	1/8661	0.00%	-24
8,327	Chromosome 2q31.1 duplication syndrome	OMIM:613681	1/8661	0.00%	-24
8,328	Porokeratosis 6, disseminated superficial Actinic type	OMIM:612353	1/8661	0.00%	-24
8,329	Deafness, autosomal recessive, 24	OMIM:611022	1/8661	0.00%	-24
8,330	Inflammatory bowel disease 21	OMIM:612354	1/8661	0.00%	-24
8,331	Deafness, autosomal recessive 83	OMIM:613685	1/8661	0.00%	-24
8,332	Mammary-Digital-Nail syndrome	OMIM:613689	1/8661	0.00%	-24
8,333	Talonavicular coalition	OMIM:186750	1/8661	0.00%	-24
8,334	Cluster headache, familial	OMIM:119915	1/8661	0.00%	-24
8,335	Episodic kinesigenic dyskinesia 2	OMIM:611031	1/8661	0.00%	-24
8,336	Microphthalmia, isolated 3	OMIM:611038	1/8661	0.00%	-24
8,337	Transcobalamin II deficiency	OMIM:275350	1/8661	0.00%	-24
8,338	Squamous cell carcinoma, head and neck	OMIM:275355	1/8661	0.00%	-24
8,339	Tooth agenesis, selective, 1	OMIM:106600	1/8661	0.00%	-24
8,340	Erythrocytosis, familial, 8	OMIM:222800	1/8661	0.00%	-24
8,341	Spinocerebellar ataxia 13	OMIM:605259	1/8661	0.00%	-24
8,342	Microphthalmia, isolated 5	OMIM:611040	1/8661	0.00%	-24
8,343	Acute promyelocytic leukemia	OMIM:612376	1/8661	0.00%	-24
8,344	Platelet factor 3 deficiency	OMIM:173450	1/8661	0.00%	-24
8,345	Deafness, neural, congenital moderate	OMIM:221500	1/8661	0.00%	-24
8,346	Vitiligo-Associated multiple autoimmune disease susceptibility 1	OMIM:606579	1/8661	0.00%	-24
8,347	Tricarboxylic acid cycle, defect of	OMIM:275370	1/8661	0.00%	-24
8,348	Platelet disorder, undefined	OMIM:173420	1/8661	0.00%	-24
8,349	Albinism, oculocutaneous, type IV	OMIM:606574	1/8661	0.00%	-24
8,350	Pontocerebellar hypoplasia, type 2C	OMIM:612390	1/8661	0.00%	-24
8,351	Autism susceptibility 1	OMIM:209850	1/8661	0.00%	-24
8,352	Bjornstad syndrome	OMIM:262000	1/8661	0.00%	-24
8,353	Arms, malformation of	OMIM:107900	1/8661	0.00%	-24
8,354	Spastic paraplegia 14, autosomal recessive	OMIM:605229	1/8661	0.00%	-24
8,355	Central hypoventilation syndrome, congenital, 1, with or without Hirschsprung disease	OMIM:209880	1/8661	0.00%	-24
8,356	Episodic ataxia, type 4	OMIM:606552	1/8661	0.00%	-24
8,357	Episodic ataxia, type 3	OMIM:606554	1/8661	0.00%	-24
8,358	Narcolepsy 1	OMIM:161400	1/8661	0.00%	-24
8,359	Epilepsy, familial adult myoclonic, 2	OMIM:607876	1/8661	0.00%	-24
8,360	Spermatogenic failure 67	OMIM:619803	1/8661	0.00%	-24
8,361	Craniosynostosis, sagittal, with dandy-walker malformation and hydrocephalus	OMIM:123155	1/8661	0.00%	-24
8,362	Deafness, autosomal dominant 82	OMIM:619804	1/8661	0.00%	-24
8,363	Spermatogenic failure 68	OMIM:619805	1/8661	0.00%	-24
8,364	Oral sensibility, disturbance of	OMIM:258800	1/8661	0.00%	-24
8,365	Spinocerebellar ataxia 49	OMIM:619806	1/8661	0.00%	-24
8,366	Deafness, autosomal dominant 83	OMIM:619808	1/8661	0.00%	-24
8,367	Caudal duplication anomaly	OMIM:607864	1/8661	0.00%	-24
8,368	Intellectual developmental disorder, autosomal recessive 12	OMIM:611090	1/8661	0.00%	-24
8,369	Intellectual developmental disorder, autosomal recessive 7	OMIM:611093	1/8661	0.00%	-24
8,370	Intellectual developmental disorder, autosomal recessive 9/26	OMIM:611095	1/8661	0.00%	-24
8,371	Polydactyly, preaxial IV	OMIM:174700	1/8661	0.00%	-24
8,372	Intellectual developmental disorder, autosomal recessive 10	OMIM:611096	1/8661	0.00%	-24
8,373	Intellectual developmental disorder, autosomal recessive 11	OMIM:611097	1/8661	0.00%	-24
8,374	Hemangiopericytoma, malignant	OMIM:234820	1/8661	0.00%	-24
8,375	Intellectual disability, Wolff type	OMIM:277990	1/8661	0.00%	-24
8,376	Epidermolysis bullosa, junctional 5A, intermediate	OMIM:619816	1/8661	0.00%	-24
8,377	Deafness, autosomal dominant 84	OMIM:619810	1/8661	0.00%	-24
8,378	Neutropenia, severe congenital, 9, autosomal dominant	OMIM:619813	1/8661	0.00%	-24
8,379	Homozygous 11p15-p14 deletion syndrome	OMIM:606528	1/8661	0.00%	-24
8,380	Immunodeficiency 121 with autoinflammation	OMIM:620807	1/8661	0.00%	-24
8,381	MHC class I deficiency 3	OMIM:620814	1/8661	0.00%	-24
8,382	Spermatogenic failure 69	OMIM:619826	1/8661	0.00%	-24
8,383	Intellectual developmental disorder, autosomal recessive 75, with neuropsychiatric features and variant lissencephaly	OMIM:619827	1/8661	0.00%	-24
8,384	Spermatogenic failure 70	OMIM:619828	1/8661	0.00%	-24
8,385	Agammaglobulinemia 8B, autosomal recessive	OMIM:619824	1/8661	0.00%	-24
8,386	Fourth cranial nerve palsy, familial congenital	OMIM:136480	1/8661	0.00%	-24
8,387	Spermatogenic failure 89	OMIM:620705	1/8661	0.00%	-24
8,388	Spermatogenic failure 65	OMIM:619712	1/8661	0.00%	-24
8,389	Tyrosine transaminase deficiency	OMIM:276600	1/8661	0.00%	-24
8,390	Hypergonadotropic hypogonadism	OMIM:238320	1/8661	0.00%	-24
8,391	DERMOODONTODYSPLASIA	OMIM:125640	1/8661	0.00%	-24
8,392	CHANDS	OMIM:214350	1/8661	0.00%	-24
8,393	Pseudovaginal perineoscrotal hypospadias	OMIM:264600	1/8661	0.00%	-24
8,394	Fleck retina, familial benign	OMIM:228980	1/8661	0.00%	-24
8,395	Porokeratosis 3, multiple types	OMIM:175900	1/8661	0.00%	-24
8,396	Boomerang dysplasia	OMIM:112310	1/8661	0.00%	-24
8,397	Epidermolytic hyperkeratosis 2B, autosomal recessive	OMIM:620707	1/8661	0.00%	-24
